participantid_in_session,participantcode,participantlabel,participant_is_bot,participant_index_in_pages,participant_max_page_index,participant_current_app_name,participant_current_page_name,participanttime_started_utc,participantvisited,participantmturk_worker_id,participantmturk_assignment_id,participantpayoff,participantprolific_id,sessioncode,sessionlabel,sessionmturk_hitid,sessionmturk_hitgroupid,sessioncomment,sessionis_demo,sessionconfigreal_world_currency,sessionconfigname,sessionconfigparticipation_fee,pre1playerid_in_group,pre1playerrole,pre1playerpayoff,pre1playerconsent,pre1playerattention_check_num,pre1playerattention_check_num2,pre1playerattention_check_num3,pre1playerattention_check,pre1playerattention_check2,pre1playerattention_check3,pre1groupid_in_subsession,pre1subsessionround_number,main1playerid_in_group,main1playerrole,main1playerpayoff,main1playerstated_amount,main1playerthreshold_integer,main1playerbriefing_correct_amou,main1playerbriefing_1,main1playerbriefing_2,main1playerbriefing_3,main1playerbriefing_4,main1playerbriefing_5,main1playerbriefing_6,main1playerbriefing_7,main1playerbriefing_8,main1playerbriefing_9,main1playerbriefing_10,main1playerbriefing_11,main1playerbriefing_12,main1playerbriefing_13,main1playerbriefing_14,main1playerbriefing_15,main1playermisreport_reason,main1playeraccept_next_experimen,main1playerprefer,main1playerpainter,main1groupid_in_subsession,main1subsessionround_number,end1playerid_in_group,end1playerrole,end1playerpayoff,end1groupid_in_subsession,end1subsessionround_number,end21playerid_in_group,end21playerrole,end21playerpayoff,end21groupid_in_subsession,end21subsessionround_number,session
336,qgcz03f9,610c66163e803a3564dfaf9c,0,19,20,end,End,2025-12-18 19:33:25.645039,1,,,2.5,610c66163e803a3564dfaf9c,jax0jask,,,,,0,1,your_experiment,0,1084,,0,1,87,26,77,87,,,1,1,1084,,2.5,11,8,7,2,2,3,1,3,3,3,4,6,4,8,8,8,8,8,,,Right,,1,1,1084,,0,1,1,1084,,0,1,1,1000 sample
337,w6b598jp,5f160514e2a4062d2a0ded58,0,19,20,end,End,2025-12-18 19:36:49.758097,1,,,3,5f160514e2a4062d2a0ded58,jax0jask,,,,,0,1,your_experiment,0,1088,,0,1,61,86,94,61,,,1,1,1088,,3,15,8,7,2,2,3,1,3,3,3,4,6,8,8,8,8,8,8,,,Left,,1,1,1088,,0,1,1,1088,,0,1,1,1000 sample
338,xiyf9wb9,5f0ef9c9ff62e3018320db31,0,18,20,main,Code,2025-12-18 19:37:19.958415,1,,,2,5f0ef9c9ff62e3018320db31,jax0jask,,,,,0,1,your_experiment,0,1089,,0,1,37,66,73,37,,,1,1,1089,,2,10,8,3,2,2,4,1,3,5,8,8,8,8,8,8,8,8,8,,,Right,,1,1,1089,,0,1,1,1089,,0,1,1,1000 sample
339,ehmk9zk0,5cd89ac3575359001dc46b76,0,19,20,end,End,2025-12-18 19:37:45.616896,1,,,1.5,5cd89ac3575359001dc46b76,jax0jask,,,,,0,1,your_experiment,0,1090,,0,1,36,1,3,36,,,1,1,1090,,1.5,9,8,3,2,1,3,4,4,8,8,8,8,8,8,8,8,8,8,,,Left,,1,1,1090,,0,1,1,1090,,0,1,1,1000 sample
340,owiia0zt,5b703ad76f0ed10001bfb0af,0,19,20,end,End,2025-12-18 19:39:54.746196,1,,,3,5b703ad76f0ed10001bfb0af,jax0jask,,,,,0,1,your_experiment,0,1092,,0,1,48,94,75,48,,,1,1,1092,,3,12,8,8,2,1,3,1,3,3,3,4,6,8,8,8,8,8,8,,,Right,,1,1,1092,,0,1,1,1092,,0,1,1,1000 sample
341,xm1avrap,66784c32524d51faa546901b,0,19,20,end,End,2025-12-18 19:43:05.999769,1,,,2.5,66784c32524d51faa546901b,jax0jask,,,,,0,1,your_experiment,0,1093,,0,1,99,15,54,99,,,1,1,1093,,2.5,11,8,7,2,3,3,1,3,3,3,4,6,4,4,8,8,8,8,,,Left,,1,1,1093,,0,1,1,1093,,0,1,1,1000 sample
342,ir3zl0y0,5deed93eb235fc5888f1fcd5,0,19,20,end,End,2025-12-18 19:43:31.843359,1,,,3,5deed93eb235fc5888f1fcd5,jax0jask,,,,,0,1,your_experiment,0,1094,,0,1,61,76,94,61,,,1,1,1094,,3,15,8,6,2,3,3,1,3,1,3,2,6,4,8,8,8,8,8,,,Right,,1,1,1094,,0,1,1,1094,,0,1,1,1000 sample
343,d30f9qnw,66742ef2f9183bb839ec1fbb,0,19,20,end,End,2025-12-18 19:47:06.498215,1,,,2,66742ef2f9183bb839ec1fbb,jax0jask,,,,,0,1,your_experiment,0,1095,,0,1,13,1,16,13,,,1,1,1095,,2,10,8,6,2,1,3,1,3,1,3,2,8,8,8,8,8,8,8,,,Right,,1,1,1095,,0,1,1,1095,,0,1,1,1000 sample
344,i073ttaj,5d1b9f1b4cebc80017c1d9ca,0,19,20,end,End,2025-12-18 19:53:35.578081,1,,,2,5d1b9f1b4cebc80017c1d9ca,jax0jask,,,,,0,1,your_experiment,0,1100,,0,1,8,76,16,8,,,1,1,1100,,2,10,8,8,3,2,3,1,3,1,3,4,6,7,6,6,8,8,8,,,Left,,1,1,1100,,0,1,1,1100,,0,1,1,1000 sample
345,aod9v8d8,5fd34780df1d9f01792a5c44,0,19,20,end,End,2025-12-18 20:23:16.570632,1,,,2.5,5fd34780df1d9f01792a5c44,jax0jask,,,,,0,1,your_experiment,0,1105,,0,1,51,62,9,51,,,1,1,1105,,2.5,11,8,7,2,2,3,1,3,3,3,2,6,4,7,3,5,4,8,,,Right,,1,1,1105,,0,1,1,1105,,0,1,1,1000 sample
346,ebxh33c6,595bb6ce647a040001dd300c,0,19,20,end,End,2025-12-18 20:57:43.902857,1,,,3,595bb6ce647a040001dd300c,jax0jask,,,,,0,1,your_experiment,0,1107,,0,1,19,33,54,19,,,1,1,1107,,3,14,8,7,2,1,3,1,3,1,3,2,7,4,8,6,2,7,8,,,Right,,1,1,1107,,0,1,1,1107,,0,1,1,1000 sample
347,2ar6i01m,66cfab152c56aa0472529001,0,19,20,end,End,29:43.5,1,,,3,66cfab152c56aa0472529001,kqdsrt4l,,,,,0,1,your_experiment,0,4,,0,1,1,21,16,1,,,1,1,4,,3,12,8,6,2,2,3,1,3,3,3,7,6,8,8,8,8,8,8,,,Left,,1,1,4,,0,1,1,4,,0,1,1,small sample
348,5ez4kfiw,563f734bcbd4c60005dc9442,0,19,20,end,End,30:27.9,1,,,3,563f734bcbd4c60005dc9442,kqdsrt4l,,,,,0,1,your_experiment,0,5,,0,1,86,48,96,86,,,1,1,5,,3,15,8,8,2,1,3,1,3,1,3,4,4,3,5,1,4,8,8,,,Left,,1,1,5,,0,1,1,5,,0,1,1,small sample
349,ikhhocoy,655b901b23209ae4a194a402,0,19,20,end,End,31:23.1,1,,,2,655b901b23209ae4a194a402,kqdsrt4l,,,,,0,1,your_experiment,0,8,,0,1,42,19,100,42,,,1,1,8,,2,10,8,6,2,2,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,8,,0,1,1,8,,0,1,1,small sample
350,5piv36o5,5a8f01d95292b80001235d34,0,19,20,end,End,32:08.3,1,,,2.5,5a8f01d95292b80001235d34,kqdsrt4l,,,,,0,1,your_experiment,0,11,,0,1,74,72,44,74,,,1,1,11,,2.5,11,8,6,2,2,3,1,3,1,3,4,3,8,8,8,8,8,8,,,Left,,1,1,11,,0,1,1,11,,0,1,1,small sample
351,4pjgdtsr,5f356cbffb4cea5170d04fd9,0,19,20,end,End,2025-12-19 11:47:21.502899,1,,,2,5f356cbffb4cea5170d04fd9,jeaad8up,,,,,0,1,your_experiment,0,3,,0,1,15,81,70,15,,,1,1,3,,2,10,8,6,2,1,4,1,3,3,3,4,8,8,8,8,8,8,8,,,Left,,1,1,3,,0,1,1,3,,0,1,1,200 sample
352,sjkjakeq,62e0251cc2818b23981bfa87,0,19,20,end,End,2025-12-19 11:47:30.510767,1,,,2,62e0251cc2818b23981bfa87,jeaad8up,,,,,0,1,your_experiment,0,4,,0,1,17,52,4,17,,,1,1,4,,2,10,8,6,3,2,3,1,3,5,3,5,8,7,2,2,7,2,4,,,Right,,1,1,4,,0,1,1,4,,0,1,1,200 sample
353,at9rlftn,56a91395119265000c6e13b7,0,19,20,end,End,2025-12-19 11:49:44.224571,1,,,1.5,56a91395119265000c6e13b7,jeaad8up,,,,,0,1,your_experiment,0,9,,0,1,95,42,25,95,,,1,1,9,,1.5,9,8,4,2,1,3,1,8,8,8,8,8,8,8,8,8,8,8,,,Right,,1,1,9,,0,1,1,9,,0,1,1,200 sample
354,3qx5gcjq,58cd0bc2a47dbb000171dc8b,0,19,20,end,End,2025-12-19 11:50:29.298798,1,,,2.5,58cd0bc2a47dbb000171dc8b,jeaad8up,,,,,0,1,your_experiment,0,12,,0,1,21,57,68,21,,,1,1,12,,2.5,11,8,7,2,1,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,12,,0,1,1,12,,0,1,1,200 sample
355,n8a4zq8g,5a9fa90f873cda00010d29d8,0,19,20,end,End,2025-12-19 11:50:33.901218,1,,,2.5,5a9fa90f873cda00010d29d8,jeaad8up,,,,,0,1,your_experiment,0,13,,0,1,52,59,48,52,,,1,1,13,,2.5,11,8,7,2,1,3,1,3,5,3,2,5,4,5,2,6,4,2,,,Right,,1,1,13,,0,1,1,13,,0,1,1,200 sample
356,g5s925wo,5dd9a7ff98981d926df9ea18,0,19,20,end,End,2025-12-19 11:55:26.319418,1,,,3,5dd9a7ff98981d926df9ea18,jeaad8up,,,,,0,1,your_experiment,0,20,,0,1,32,86,74,32,,,1,1,20,,3,15,8,5,2,2,3,1,3,3,3,2,8,2,8,2,8,4,8,,,Left,,1,1,20,,0,1,1,20,,0,1,1,200 sample
357,mi0t46w9,5f4412624052727181839e3a,0,19,20,end,End,2025-12-19 11:56:57.107704,1,,,3,5f4412624052727181839e3a,jeaad8up,,,,,0,1,your_experiment,0,21,,0,1,39,13,72,39,,,1,1,21,,3,12,8,6,2,2,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,21,,0,1,1,21,,0,1,1,200 sample
358,a3dixm6t,62b2080f8f89f2f15c47d9ba,0,19,20,end,End,2025-12-19 11:57:09.945145,1,,,2,62b2080f8f89f2f15c47d9ba,jeaad8up,,,,,0,1,your_experiment,0,22,,0,1,81,39,79,81,,,1,1,22,,2,10,8,7,2,1,3,1,4,3,3,4,6,8,8,8,8,8,8,,,Right,,1,1,22,,0,1,1,22,,0,1,1,200 sample
359,tsn1ioha,59cff8eed227970001199862,0,19,20,end,End,2025-12-19 11:58:09.656482,1,,,3,59cff8eed227970001199862,jeaad8up,,,,,0,1,your_experiment,0,24,,0,1,43,5,22,43,,,1,1,24,,3,12,8,6,2,1,1,1,3,1,3,4,8,8,8,8,8,8,8,,,Right,,1,1,24,,0,1,1,24,,0,1,1,200 sample
360,egix45o8,65df09415a2adfd3a1421be2,0,19,20,end,End,2025-12-19 11:59:41.322519,1,,,3,65df09415a2adfd3a1421be2,jeaad8up,,,,,0,1,your_experiment,0,29,,0,1,42,16,50,42,,,1,1,29,,3,12,8,5,2,2,3,1,3,1,5,2,8,7,3,4,8,8,8,,,Right,,1,1,29,,0,1,1,29,,0,1,1,200 sample
361,7ojqgssu,61fa936e5719bc09cb834cbe,0,19,20,end,End,2025-12-19 12:02:16.423515,1,,,2,61fa936e5719bc09cb834cbe,jeaad8up,,,,,0,1,your_experiment,0,33,,0,1,83,12,28,83,,,1,1,33,,2,10,8,5,2,1,3,1,3,1,5,8,8,8,8,8,8,8,8,,,Right,,1,1,33,,0,1,1,33,,0,1,1,200 sample
362,wepbcm4y,665a0afb57cc47e4a02b8439,0,19,20,end,End,2025-12-19 12:03:24.349997,1,,,1.5,665a0afb57cc47e4a02b8439,jeaad8up,,,,,0,1,your_experiment,0,34,,0,1,99,33,41,99,,,1,1,34,,1.5,9,8,7,2,2,3,1,3,1,2,4,6,4,7,6,7,8,8,,,Right,,1,1,34,,0,1,1,34,,0,1,1,200 sample
363,fdy7ta0w,66edea9d406f629b67ce30b8,0,19,20,end,End,2025-12-19 12:05:38.001238,1,,,3,66edea9d406f629b67ce30b8,jeaad8up,,,,,0,1,your_experiment,0,38,,0,1,51,67,15,51,,,1,1,38,,3,12,8,6,2,2,3,1,3,3,3,4,7,4,8,5,6,7,5,,,Right,,1,1,38,,0,1,1,38,,0,1,1,200 sample
364,3wghkgue,60154af277ec314fd8fe1449,0,19,20,end,End,2025-12-19 12:07:07.698531,1,,,2,60154af277ec314fd8fe1449,jeaad8up,,,,,0,1,your_experiment,0,40,,0,1,39,24,30,39,,,1,1,40,,2,10,8,9,2,1,3,1,3,5,3,4,6,5,2,2,3,2,3,,,Right,,1,1,40,,0,1,1,40,,0,1,1,200 sample
365,r9ku0jjq,5ed4b8618f8d7e47a87b5ecb,0,19,20,end,End,2025-12-19 12:07:30.470420,1,,,2,5ed4b8618f8d7e47a87b5ecb,jeaad8up,,,,,0,1,your_experiment,0,43,,0,1,28,19,7,28,,,1,1,43,,2,10,8,8,2,1,3,1,3,3,3,4,6,3,8,4,3,2,8,,,Right,,1,1,43,,0,1,1,43,,0,1,1,200 sample
366,fstcmiwp,5f653cb18aad310a9ee7c32d,0,19,20,end,End,2025-12-19 12:07:31.323437,1,,,1.5,5f653cb18aad310a9ee7c32d,jeaad8up,,,,,0,1,your_experiment,0,44,,0,1,75,68,63,75,,,1,1,44,,1.5,9,8,7,2,1,3,1,3,3,3,4,8,8,8,8,8,8,8,,,Right,,1,1,44,,0,1,1,44,,0,1,1,200 sample
367,bprk0jac,5e96f7328eba7d1846709a07,0,18,20,main,Code,2025-12-19 12:07:35.129363,1,,,3,5e96f7328eba7d1846709a07,jeaad8up,,,,,0,1,your_experiment,0,47,,0,1,87,38,44,87,,,1,1,47,,3,12,8,4,2,4,3,1,3,1,5,5,4,4,8,2,1,7,8,,,Right,,1,1,47,,0,1,1,47,,0,1,1,200 sample
368,yfejm7ii,5e7b804f9379140478c688da,0,19,20,end,End,2025-12-19 12:07:36.935985,1,,,1.5,5e7b804f9379140478c688da,jeaad8up,,,,,0,1,your_experiment,0,49,,0,1,84,90,64,84,,,1,1,49,,1.5,9,8,6,2,4,3,2,3,3,5,4,8,6,8,6,3,1,8,,,Right,,1,1,49,,0,1,1,49,,0,1,1,200 sample
369,ea30d36n,5cedaba627d8ce00018469bb,0,19,20,end,End,2025-12-19 12:07:45.123943,1,,,2,5cedaba627d8ce00018469bb,jeaad8up,,,,,0,1,your_experiment,0,51,,0,1,13,74,69,13,,,1,1,51,,2,10,8,5,3,3,3,1,3,1,3,2,8,4,8,4,5,6,8,,,Left,,1,1,51,,0,1,1,51,,0,1,1,200 sample
370,6yqy5evs,67cc07bc0e3fd6e0b912d13a,0,19,20,end,End,2025-12-19 12:07:48.277057,1,,,3,67cc07bc0e3fd6e0b912d13a,jeaad8up,,,,,0,1,your_experiment,0,52,,0,1,26,17,96,26,,,1,1,52,,3,12,8,6,2,2,3,1,3,3,3,2,6,2,7,8,8,8,8,,,Left,,1,1,52,,0,1,1,52,,0,1,1,200 sample
371,lkf0bxqa,5ea59ffb9325e15853a82d84,0,19,20,end,End,2025-12-19 12:07:52.357357,1,,,2,5ea59ffb9325e15853a82d84,jeaad8up,,,,,0,1,your_experiment,0,54,,0,1,88,23,25,88,,,1,1,54,,2,10,8,7,2,1,3,1,3,5,3,4,8,8,8,8,8,8,8,,,Right,,1,1,54,,0,1,1,54,,0,1,1,200 sample
372,jau3ytqw,5eaae0b28ba2df0570296c3a,0,19,20,end,End,2025-12-19 12:08:34.536711,1,,,2,5eaae0b28ba2df0570296c3a,jeaad8up,,,,,0,1,your_experiment,0,63,,0,1,27,94,50,27,,,1,1,63,,2,10,8,6,2,1,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Right,,1,1,63,,0,1,1,63,,0,1,1,200 sample
373,ft37o9rz,5ecd41b94c2e85070cdafa60,0,19,20,end,End,2025-12-19 12:08:38.169006,1,,,2.5,5ecd41b94c2e85070cdafa60,jeaad8up,,,,,0,1,your_experiment,0,65,,0,1,2,56,96,2,,,1,1,65,,2.5,11,8,7,2,1,3,1,3,3,3,2,6,4,3,2,8,8,8,,,Right,,1,1,65,,0,1,1,65,,0,1,1,200 sample
374,sog97qpy,60d3136e74b1871646e72544,0,19,20,end,End,2025-12-19 12:08:45.275034,1,,,3,60d3136e74b1871646e72544,jeaad8up,,,,,0,1,your_experiment,0,67,,0,1,57,98,61,57,,,1,1,67,,3,15,8,5,2,2,3,1,3,3,3,6,5,4,6,2,6,2,3,,,Right,,1,1,67,,0,1,1,67,,0,1,1,200 sample
375,b36q371a,6595653c5c92016f134c8b25,0,19,20,end,End,2025-12-19 12:08:57.105332,1,,,2.5,6595653c5c92016f134c8b25,jeaad8up,,,,,0,1,your_experiment,0,70,,0,1,46,89,15,46,,,1,1,70,,2.5,11,8,7,2,1,3,1,3,3,3,2,6,4,1,8,8,8,8,,,Right,,1,1,70,,0,1,1,70,,0,1,1,200 sample
376,hdfpuafq,60cfce9352df6ebd5674e563,0,19,20,end,End,2025-12-19 12:09:01.393452,1,,,2,60cfce9352df6ebd5674e563,jeaad8up,,,,,0,1,your_experiment,0,71,,0,1,97,73,19,97,,,1,1,71,,2,10,8,7,2,3,3,1,3,3,3,7,6,3,4,2,7,2,4,,,Right,,1,1,71,,0,1,1,71,,0,1,1,200 sample
377,d2ex4r3s,644bdfbf6078442ff277a4bb,0,19,20,end,End,2025-12-19 12:09:01.564755,1,,,3,644bdfbf6078442ff277a4bb,jeaad8up,,,,,0,1,your_experiment,0,72,,0,1,66,32,61,66,,,1,1,72,,3,12,8,8,2,1,3,1,3,3,3,4,6,4,7,8,8,8,8,,,Right,,1,1,72,,0,1,1,72,,0,1,1,200 sample
378,jddldg9b,6426cfe964863ee2ff26642f,0,19,20,end,End,2025-12-19 12:09:10.390336,1,,,2,6426cfe964863ee2ff26642f,jeaad8up,,,,,0,1,your_experiment,0,76,,0,1,18,47,44,18,,,1,1,76,,2,10,8,7,2,1,3,1,3,1,3,2,6,4,2,8,8,8,8,,,Right,,1,1,76,,0,1,1,76,,0,1,1,200 sample
379,l37kc3bx,542c323bfdf99b324ea3808d,0,19,20,end,End,2025-12-19 12:09:47.567836,1,,,1.5,542c323bfdf99b324ea3808d,jeaad8up,,,,,0,1,your_experiment,0,82,,0,1,72,45,88,72,,,1,1,82,,1.5,9,8,7,2,1,3,1,3,3,3,2,7,7,8,8,8,8,8,,,Right,,1,1,82,,0,1,1,82,,0,1,1,200 sample
380,qmksnbj3,66854df2e5fef4239ff63a7d,0,19,20,end,End,2025-12-19 12:10:05.611623,1,,,1.5,66854df2e5fef4239ff63a7d,jeaad8up,,,,,0,1,your_experiment,0,88,,0,1,24,65,45,24,,,1,1,88,,1.5,9,8,3,3,1,4,1,3,1,8,3,5,3,8,8,8,8,8,,,Right,,1,1,88,,0,1,1,88,,0,1,1,200 sample
381,0whrzhqe,6002ae1ea178912bfa128adf,0,19,20,end,End,2025-12-19 12:10:14.956116,1,,,2.5,6002ae1ea178912bfa128adf,jeaad8up,,,,,0,1,your_experiment,0,91,,0,1,17,63,22,17,,,1,1,91,,2.5,11,8,5,2,2,3,1,3,3,3,7,8,8,8,8,8,8,8,,,Right,,1,1,91,,0,1,1,91,,0,1,1,200 sample
382,jeuzk4uz,646346fe4c7507b84b11a28a,0,18,20,main,Code,2025-12-19 12:10:35.395726,1,,,2.5,646346fe4c7507b84b11a28a,jeaad8up,,,,,0,1,your_experiment,0,95,,0,1,99,3,46,99,,,1,1,95,,2.5,11,8,4,2,4,3,1,3,3,8,8,8,8,8,8,8,8,8,,,Right,,1,1,95,,0,1,1,95,,0,1,1,200 sample
383,u2zdbn97,5d4a077a879721001ade6dff,0,18,20,main,Code,2025-12-19 12:10:44.976849,1,,,2,5d4a077a879721001ade6dff,jeaad8up,,,,,0,1,your_experiment,0,97,,0,1,71,15,46,71,,,1,1,97,,2,10,8,6,2,2,3,1,3,5,3,4,8,8,8,8,8,8,8,,,Left,,1,1,97,,0,1,1,97,,0,1,1,200 sample
384,k62sqiz1,615eca41d537883c96fc9eec,0,18,20,main,Code,2025-12-19 12:10:50.537081,1,,,2,615eca41d537883c96fc9eec,jeaad8up,,,,,0,1,your_experiment,0,99,,0,1,83,61,4,83,,,1,1,99,,2,10,8,6,2,1,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Right,,1,1,99,,0,1,1,99,,0,1,1,200 sample
385,datbpysw,5dcddf9f4d51e40a5292727d,0,19,20,end,End,2025-12-19 12:10:59.143625,1,,,3,5dcddf9f4d51e40a5292727d,jeaad8up,,,,,0,1,your_experiment,0,100,,0,1,2,88,95,2,,,1,1,100,,3,14,8,5,2,4,3,1,3,3,3,2,8,8,8,8,8,8,8,,,Left,,1,1,100,,0,1,1,100,,0,1,1,200 sample
386,3tun0649,677b8e386966144d94556597,0,19,20,end,End,2025-12-19 12:11:30.963457,1,,,2.5,677b8e386966144d94556597,jeaad8up,,,,,0,1,your_experiment,0,104,,0,1,92,33,70,92,,,1,1,104,,2.5,11,8,3,2,4,3,3,2,3,2,6,6,2,3,2,3,2,3,,,Right,,1,1,104,,0,1,1,104,,0,1,1,200 sample
387,9ppukef9,5bebf332cef79f00014d230c,0,19,20,end,End,2025-12-19 12:11:50.290842,1,,,3,5bebf332cef79f00014d230c,jeaad8up,,,,,0,1,your_experiment,0,110,,0,1,93,68,4,93,,,1,1,110,,3,15,8,6,2,2,3,2,3,5,3,5,6,3,3,5,7,4,4,,,Right,,1,1,110,,0,1,1,110,,0,1,1,200 sample
388,vnxieswa,659ea43fea7c0cc45bbe771f,0,19,20,end,End,2025-12-19 12:11:51.119648,1,,,2.5,659ea43fea7c0cc45bbe771f,jeaad8up,,,,,0,1,your_experiment,0,111,,0,1,60,12,39,60,,,1,1,111,,2.5,11,8,8,2,1,3,1,3,1,3,4,8,5,8,8,8,8,8,,,Right,,1,1,111,,0,1,1,111,,0,1,1,200 sample
389,lotfacrt,5f7c8aff0e18660b96ed18e2,0,19,20,end,End,2025-12-19 12:11:55.003012,1,,,2,5f7c8aff0e18660b96ed18e2,jeaad8up,,,,,0,1,your_experiment,0,112,,0,1,43,59,63,43,,,1,1,112,,2,10,8,6,2,1,3,1,3,3,3,8,8,8,8,8,8,8,8,,,Left,,1,1,112,,0,1,1,112,,0,1,1,200 sample
390,kq195fsw,67798247d6fc9e510470baef,0,19,20,end,End,2025-12-19 12:12:14.727688,1,,,2,67798247d6fc9e510470baef,jeaad8up,,,,,0,1,your_experiment,0,117,,0,1,23,93,21,23,,,1,1,117,,2,10,8,6,2,3,3,2,3,3,3,4,6,4,8,8,8,8,8,,,Right,,1,1,117,,0,1,1,117,,0,1,1,200 sample
391,12q51i1n,637e4351f6c7592941500be6,0,19,20,end,End,2025-12-19 12:12:29.760052,1,,,1.5,637e4351f6c7592941500be6,jeaad8up,,,,,0,1,your_experiment,0,121,,0,1,7,16,100,7,,,1,1,121,,1.5,9,8,5,2,1,3,1,3,5,5,6,5,8,8,8,8,8,8,,,Left,,1,1,121,,0,1,1,121,,0,1,1,200 sample
392,pkvc0316,5f649a5cd14d460266092062,0,19,20,end,End,2025-12-19 12:13:25.974207,1,,,1.5,5f649a5cd14d460266092062,jeaad8up,,,,,0,1,your_experiment,0,125,,0,1,94,99,61,94,,,1,1,125,,1.5,9,8,6,3,1,3,1,3,3,3,4,4,4,6,2,8,8,8,,,Left,,1,1,125,,0,1,1,125,,0,1,1,200 sample
393,gf7eneew,6043a1dc4c33ef37c64f0812,0,19,20,end,End,2025-12-19 12:13:54.196474,1,,,1.5,6043a1dc4c33ef37c64f0812,jeaad8up,,,,,0,1,your_experiment,0,129,,0,1,34,31,95,34,,,1,1,129,,1.5,9,8,5,2,2,3,2,3,5,3,4,8,8,8,8,8,8,8,,,Left,,1,1,129,,0,1,1,129,,0,1,1,200 sample
394,v6r8630e,66cc7271fc697fe40b2ff3ad,0,19,20,end,End,2025-12-19 12:13:55.855187,1,,,3,66cc7271fc697fe40b2ff3ad,jeaad8up,,,,,0,1,your_experiment,0,130,,0,1,22,81,62,22,,,1,1,130,,3,12,8,6,2,4,3,1,3,3,3,4,7,2,8,8,8,8,8,,,Left,,1,1,130,,0,1,1,130,,0,1,1,200 sample
395,7mmaann4,55c48f75fdf99b2899e070e4,0,19,20,end,End,2025-12-19 12:14:01.533477,1,,,1.5,55c48f75fdf99b2899e070e4,jeaad8up,,,,,0,1,your_experiment,0,131,,0,1,31,20,78,31,,,1,1,131,,1.5,9,8,6,2,1,3,1,3,1,3,5,3,2,8,8,8,8,8,,,Right,,1,1,131,,0,1,1,131,,0,1,1,200 sample
396,tkltshsl,5d04c56a0b54cc0001dad608,0,19,20,end,End,2025-12-19 12:14:14.507742,1,,,2,5d04c56a0b54cc0001dad608,jeaad8up,,,,,0,1,your_experiment,0,133,,0,1,40,60,72,40,,,1,1,133,,2,10,8,8,2,1,3,1,3,3,3,4,8,7,3,8,8,8,8,,,Right,,1,1,133,,0,1,1,133,,0,1,1,200 sample
397,v3b9olqx,6048d0249b03cd8416014b15,0,19,20,end,End,2025-12-19 12:19:04.526431,1,,,1.5,6048d0249b03cd8416014b15,jeaad8up,,,,,0,1,your_experiment,0,152,,0,1,94,15,87,94,,,1,1,152,,1.5,9,8,6,2,3,3,1,3,1,3,6,8,3,6,6,4,4,3,,,Right,,1,1,152,,0,1,1,152,,0,1,1,200 sample
398,r4w416zc,5f4538b6ffe9f50c3cbe3ae1,0,19,20,end,End,2025-12-19 12:20:58.824395,1,,,3,5f4538b6ffe9f50c3cbe3ae1,jeaad8up,,,,,0,1,your_experiment,0,159,,0,1,79,62,67,79,,,1,1,159,,3,15,8,8,2,1,3,1,3,1,3,4,6,4,4,8,8,8,8,,,Left,,1,1,159,,0,1,1,159,,0,1,1,200 sample
399,qepncs89,676055523b2e338c11c6d4f8,0,19,20,end,End,2025-12-19 12:22:26.278489,1,,,2.5,676055523b2e338c11c6d4f8,jeaad8up,,,,,0,1,your_experiment,0,163,,0,1,96,70,74,96,,,1,1,163,,2.5,11,8,5,2,3,1,1,3,5,3,5,7,7,7,7,6,5,1,,,Left,,1,1,163,,0,1,1,163,,0,1,1,200 sample
400,in39v5wq,6769288134782c10a82b7080,0,18,20,main,Code,2025-12-19 12:23:03.586853,1,,,2.5,6769288134782c10a82b7080,jeaad8up,,,,,0,1,your_experiment,0,166,,0,1,32,28,57,32,,,1,1,166,,2.5,11,8,6,2,3,3,1,3,1,3,4,4,8,8,8,8,8,8,,,Right,,1,1,166,,0,1,1,166,,0,1,1,200 sample
401,loaje92m,5e64e1d3ffed3225090e814d,0,19,20,end,End,2025-12-19 12:24:09.762674,1,,,3,5e64e1d3ffed3225090e814d,jeaad8up,,,,,0,1,your_experiment,0,169,,0,1,98,49,38,98,,,1,1,169,,3,12,8,6,2,2,3,1,3,3,3,5,6,4,7,2,2,4,6,,,Left,,1,1,169,,0,1,1,169,,0,1,1,200 sample
402,3y95dgm9,60fd4d2218f36f098dcb48ec,0,19,20,end,End,2025-12-19 12:26:06.770859,1,,,1.5,60fd4d2218f36f098dcb48ec,jeaad8up,,,,,0,1,your_experiment,0,171,,0,1,60,13,61,60,,,1,1,171,,1.5,9,8,5,2,3,4,1,3,5,7,7,6,1,5,2,4,6,6,,,Left,,1,1,171,,0,1,1,171,,0,1,1,200 sample
403,kumfv3kt,5ed934c19e6b4a496cd6da06,0,18,20,main,Code,2025-12-19 12:26:17.281431,1,,,3,5ed934c19e6b4a496cd6da06,jeaad8up,,,,,0,1,your_experiment,0,172,,0,1,52,46,90,52,,,1,1,172,,3,12,8,5,2,3,3,2,3,3,3,4,4,8,8,8,8,8,8,,,Left,,1,1,172,,0,1,1,172,,0,1,1,200 sample
